t,u,theta,phi
4.66,-0.3490658,-0.1177455,-0.3838816
4.67,-0.3490658,-0.123675,-0.3838816
4.68,-0.3490658,-0.1287073,-0.3838816
4.69,-0.3490658,-0.1328043,-0.379019
4.7,-0.3490658,-0.1361427,-0.3838816
4.71,-0.3490658,-0.1385195,-0.3838816
4.72,-0.3490658,-0.1400071,-0.3838816
4.73,-0.3490658,-0.1405748,-0.3838816
4.74,-0.3490658,-0.1402779,-0.3838816
4.75,-0.3490658,-0.1390808,-0.3838816
4.76,-0.3490658,-0.1369294,-0.3838816
4.77,-0.3490658,-0.1339182,-0.3838816
4.78,-0.3490658,-0.12999,-0.3838816
4.79,-0.3490658,-0.1254352,-0.3838816
4.8,-0.3490658,-0.1200536,-0.379019
4.81,-0.3490658,-0.1139202,-0.3838816
4.82,-0.3490658,-0.1071598,-0.3838816
4.83,-0.3490658,-0.09971786,-0.3838816
4.84,-0.3490658,-0.09147479,-0.3838816
4.85,-0.3490658,-0.08276562,-0.3838816
4.86,-0.3490658,-0.0735641,-0.3838816
4.87,-0.3490658,-0.0640986,-0.3838816
4.88,-0.3490658,-0.05407299,-0.3838816
4.89,-0.3490658,-0.04371602,-0.3838816
4.9,-0.3490658,-0.03308149,-0.3838816
4.91,-0.3490658,-0.02237445,-0.3838816
4.92,-0.3490658,-0.01151838,-0.379019
4.93,-0.3490658,-0.0006912509,-0.3838816
4.94,-0.3490658,0.009963354,-0.3838816
4.95,-0.3490658,0.02074067,-0.3838816
4.96,-0.3490658,0.03142844,-0.379019
4.97,-0.3490658,0.04184947,-0.3838816
4.98,-0.3490658,0.05193749,-0.3838816
4.99,-0.3490658,0.0618025,-0.3838816
5,-0.3490658,0.0711113,-0.3838816
5.01,-0.3490658,0.08000889,-0.3838816
5.02,-0.3490658,0.08825342,-0.379019
5.03,-0.3490658,0.09600044,-0.3838816
5.04,-0.3490658,0.1030403,-0.3838816
5.05,-0.3490658,0.1095852,-0.3838816
5.06,-0.3490658,0.1154413,-0.3838816
5.07,-0.3490658,0.1204826,-0.3838816
5.08,-0.3490658,0.1248453,-0.3838816
5.09,-0.3490658,0.1283044,-0.3838816
5.1,-0.3490658,0.1309986,-0.3838816
5.11,-0.3490658,0.1328534,-0.3838816
5.12,-0.3490658,0.1339057,-0.379019
5.13,-0.3490658,0.1341307,-0.3838816
5.14,-0.3490658,0.1334289,-0.3838816
5.15,-0.3490658,0.131927,-0.3838816
5.16,-0.3490658,0.1296109,-0.3838816
5.17,-0.3490658,0.126581,-0.379019
5.18,-0.3490658,0.1227243,-0.3838816
5.19,-0.3490658,0.1183429,-0.3838816
5.2,-0.3490658,0.1132065,-0.379019
5.21,-0.3490658,0.1074167,-0.3838816
5.22,-0.3490658,0.1010092,-0.379019
5.23,-0.3490658,0.09387025,-0.3838816
5.24,-0.3490658,0.08634357,-0.3838816
5.25,-0.3490658,0.07831161,-0.3838816
5.26,-0.3490658,0.06978498,-0.3838816
5.27,-0.3490658,0.06091969,-0.3838816
5.28,-0.3490658,0.05171738,-0.3838816
5.29,-0.3490658,0.04223251,-0.3838816
5.3,-0.3490658,0.03258647,-0.3838816
5.31,-0.3490658,0.02295376,-0.3838816
5.32,-0.3490658,0.01326832,-0.3838816
5.33,-0.3490658,0.003473675,-0.379019
5.34,-0.3490658,-0.006335017,-0.3838816
5.35,-0.3490658,-0.01609422,-0.3838816
5.36,-0.3490658,-0.02565396,-0.3838816
5.37,-0.3490658,-0.03504124,-0.3838816
5.38,-0.3490658,-0.0440559,-0.3838816
5.39,-0.3490658,-0.05273267,-0.3838816
5.4,-0.3490658,-0.06114723,-0.3838816
5.41,-0.3490658,-0.06894329,-0.3838816
5.42,-0.3490658,-0.07622317,-0.3838816
5.43,-0.3490658,-0.08298385,-0.3838816
5.44,-0.3490658,-0.0891017,-0.3838816
5.45,-0.3490658,-0.09453325,-0.3838816
5.46,-0.3490658,-0.09953126,-0.3838816
5.47,-0.3490658,-0.1038923,-0.3838816
5.48,-0.3490658,-0.1075508,-0.3838816
5.49,-0.3490658,-0.1105164,-0.3838816
5.5,-0.3490658,-0.1126651,-0.3838816
5.51,-0.3490658,-0.1141555,-0.3838816
5.52,-0.3490658,-0.1148252,-0.3838816
5.53,-0.3490658,-0.1148033,-0.3838816
5.54,-0.3490658,-0.1137529,-0.3838816
5.55,-0.3490658,-0.1119311,-0.3838816
5.56,-0.3490658,-0.1095601,-0.3838816
5.57,-0.3490658,-0.1064149,-0.379019
5.58,-0.3490658,-0.1026553,-0.3838816
5.59,-0.3490658,-0.09857496,-0.3838816
5.6,-0.3490658,-0.09379011,-0.3838816
5.61,-0.3490658,-0.08826686,-0.3838816
5.62,-0.3490658,-0.08242691,-0.3838816
5.63,-0.3490658,-0.07590955,-0.3838816
5.64,-0.3490658,-0.0687245,-0.3838816
5.65,-0.3490658,-0.06122001,-0.3838816
5.66,-0.3490658,-0.05344552,-0.3838816
5.67,-0.3490658,-0.04526548,-0.3838816
5.68,-0.3490658,-0.03697892,-0.3838816
5.69,-0.3490658,-0.028506,-0.3838816
5.7,-0.3490658,-0.01956187,-0.3838816
5.71,-0.3490658,-0.01073396,-0.3838816
5.72,-0.3490658,-0.0017396,-0.3838816
5.73,-0.3490658,0.007249166,-0.3838816
